,Term,Attr Score
0,bones,100.0
1,fracture,86.0
2,short,52.0
3,dysplasia,45.0
4,rickets,18.0
5,proximal,13.0
6,fibula,10.0
7,long_bone,8.0
8,avulsion_fracture,6.0
9,stress_fracture,6.0
10,proliferation,4.0
11,hereditary,4.0
12,injury,4.0
13,expansion,4.0
14,reported,4.0
15,adjacent,4.0
16,humerus,4.0
17,intermediate,3.0
18,spine,3.0
19,skeletal_dysplasia,3.0
20,meniscal_fragment,3.0
21,symmetrical,3.0
22,metopic_suture,3.0
23,cuboid,3.0
24,neurofibromatosis,3.0
25,mastoid,3.0
26,ankle,3.0
27,renal_agenesis,3.0
28,calcaneus,3.0
29,styloid,3.0
30,idiopathic,2.0
31,ulnar,2.0
32,hormone,2.0
33,central,2.0
34,deformity,2.0
35,nerve,2.0
36,subluxation,2.0
37,spina_bifida,2.0
38,extensive,2.0
39,severe,2.0
40,versus,0.0
41,shoulder_girdle,0.0
42,oligemia,0.0
43,olfactory_groove,0.0
44,restrictive,0.0
45,smooth_muscle_tumor,0.0
46,retina,0.0
47,myxoid_liposarcoma,0.0
48,temperature,0.0
49,mucinous,0.0
50,horseshoe_kidney,0.0
51,monteggia_fracture,0.0
52,organ_system,0.0
53,skeletal_survey,0.0
54,infant,0.0
55,atlas,0.0
56,hirschsprung_disease,0.0
57,venous_flow,0.0
58,diaphyseal_fracture,0.0
59,hypoenhancing,0.0
60,shadowing,0.0
61,rounded,0.0
62,nasopharynx,0.0
63,duodenum,0.0
64,cutaneous,0.0
65,arteriovenous_malformation,0.0
66,incomplete_lissencephaly,0.0
67,graft,0.0
68,melanotic_schwannoma,0.0
69,ultrasonography,0.0
70,cardiac_apex,0.0
71,viable,0.0
72,clubbing,0.0
73,axillary_artery,0.0
74,aspiration_of_fluid,0.0
75,posterior_vertebral_scalloping,0.0
76,gallbladder_wall,0.0
77,hypo,0.0
78,expiration,0.0
79,female_urethra,0.0
80,solitary_bone_cyst,0.0
81,sacrum,0.0
82,parenteral,0.0
83,pulmonary_hemorrhage,0.0
84,dysphagia,0.0
85,hilum,0.0
86,radial,0.0
87,serous_sac,0.0
88,sprengel_deformity,0.0
89,solid_and_papillary_epithelial_neoplasm,0.0
90,basilar_artery,0.0
91,axial_plane,0.0
92,oral_cavity,0.0
93,portable,0.0
94,pia_mater,0.0
95,diameter,0.0
96,susceptibility_artifact,0.0
97,epiglottitis,0.0
98,distended,0.0
99,healed,0.0
100,aerated,0.0
101,quadriceps_muscle,0.0
102,alignment,0.0
103,articular_cartilage,0.0
104,bearing,0.0
105,intramedullary_space,0.0
106,hepatitis,0.0
107,hypertrophy,0.0
108,smooth,0.0
109,graft_versus_host_disease,0.0
110,mitral_valve,0.0
111,fetal_hydrops,0.0
112,t2_hyperintensity,0.0
113,encephalomalacia,0.0
114,left_superior_intercostal_vein,0.0
115,monoarticular,0.0
116,congenital,0.0
117,partial_anomalous_pulmonary_venous_return,0.0
118,synthetic_graft,0.0
119,right_lateral_ventricle,0.0
120,satisfactory,0.0
121,sporadic,0.0
122,middle_cerebral_artery,0.0
123,retropharyngeal_space,0.0
124,small_intestine,0.0
125,probable,0.0
126,chemo,0.0
127,ground_glass_attenuation,0.0
128,t2,0.0
129,deltoid,0.0
130,staghorn_calculus,0.0
131,thyroid_cancer,0.0
132,polyarticular,0.0
133,sacral_region,0.0
134,mullerian_duct_cyst,0.0
135,inspiration,0.0
136,intravenous,0.0
137,larsen,0.0
138,hemangioma,0.0
139,longitudinal,0.0
140,demyelination,0.0
141,lymphatic_duct,0.0
142,abdominal_wall,0.0
143,orbital_pseudotumor,0.0
144,toddler_fracture,0.0
145,enterostomy,0.0
146,pericardium,0.0
147,caudate_nucleus,0.0
148,tunnel_view,0.0
149,beak_sign,0.0
150,high_risk,0.0
151,right_clavicle,0.0
152,ossification,0.0
153,intrapericardial,0.0
154,atherosclerosis,0.0
155,port,0.0
156,transverse_ligament,0.0
157,endotracheal,0.0
158,chemical_shift_artifact,0.0
159,barium,0.0
160,patellar_apex,0.0
161,neurocutaneous_syndrome,0.0
162,second_toe,0.0
163,lucent,0.0
164,treatment,0.0
165,ununited,0.0
166,at_rest,0.0
167,small_joint,0.0
168,sacral_nerve,0.0
169,thoracic_cavity,0.0
170,bursa,0.0
171,motor_cortex,0.0
172,meningocele,0.0
173,skeletal_system,0.0
174,nasoenteric_feeding_tube,0.0
175,ptosis,0.0
176,calcifications,0.0
177,calyx,0.0
178,regeneration,0.0
179,intraabdominal,0.0
180,inguinal_canal,0.0
181,disease_progression,0.0
182,heart,0.0
183,infusion,0.0
184,paraovarian,0.0
185,osteolytic,0.0
186,oblique_view,0.0
187,vascularity,0.0
188,corrected,0.0
189,thrombus,0.0
190,lower_abdomen,0.0
191,lymphangiectasia,0.0
192,perineuroma,0.0
193,interstitial_disease,0.0
194,lymphangioma,0.0
195,specimen,0.0
196,gluteus_maximus,0.0
197,right_vastus_lateralis,0.0
198,pneumonia,0.0
199,anterior_commissure,0.0
200,vagina,0.0
201,contusion,0.0
202,detrusor,0.0
203,tumor_board_presentation_by_dr,0.0
204,homogeneous,0.0
205,arcuate,0.0
206,lacunar,0.0
207,right_semimembranosus,0.0
208,codman_triangle,0.0
209,wine_stain,0.0
210,degenerative_disk_disease,0.0
211,contracture,0.0
212,abducens_nerve,0.0
213,clavicle,0.0
214,dtpa,0.0
215,intraarticular_fracture,0.0
216,cavoatrial,0.0
217,sinus_tract,0.0
218,first_finger,0.0
219,cervical_vertebral_body,0.0
220,endometrial_cavity,0.0
221,double_wall_sign,0.0
222,craniosynostosis,0.0
223,newborn,0.0
224,endoscopic,0.0
