,Term,Attr Score
0,tumor,100.0
1,lesion,65.0
2,cystic,13.0
3,liver,10.0
4,enhancement,10.0
5,neuroblastoma,8.0
6,thyroid,7.0
7,lissencephaly,7.0
8,ureteral,7.0
9,teratoma,6.0
10,siwe_disease,6.0
11,bone_cyst,6.0
12,osteomyelitis,5.0
13,ovary,5.0
14,malignancy,5.0
15,polyp,4.0
16,calcifications,4.0
17,dilatation,4.0
18,pancreatic_duct,3.0
19,glioma,3.0
20,elevated,3.0
21,displacement,3.0
22,kidney,3.0
23,calcification,3.0
24,dermoid_cyst,3.0
25,soft_tissue,3.0
26,hypodense,3.0
27,trauma,3.0
28,hemangioma,3.0
29,fetus,3.0
30,process,3.0
31,tibia,3.0
32,vertebral_body,2.0
33,obstructive_hydrocephalus,2.0
34,basal,2.0
35,defined,2.0
36,thorax,2.0
37,lingual_thyroid,2.0
38,ectopic,2.0
39,connective_tissue,2.0
40,lytic,2.0
41,coarse,2.0
42,may_be,2.0
43,length,2.0
44,lymphoma,1.0
45,benign,1.0
46,well,1.0
47,second,1.0
48,versus,0.0
49,shoulder_girdle,0.0
50,oligemia,0.0
51,olfactory_groove,0.0
52,restrictive,0.0
53,smooth_muscle_tumor,0.0
54,retina,0.0
55,myxoid_liposarcoma,0.0
56,temperature,0.0
57,mucinous,0.0
58,horseshoe_kidney,0.0
59,monteggia_fracture,0.0
60,organ_system,0.0
61,skeletal_survey,0.0
62,infant,0.0
63,atlas,0.0
64,hirschsprung_disease,0.0
65,venous_flow,0.0
66,diaphyseal_fracture,0.0
67,hypoenhancing,0.0
68,shadowing,0.0
69,rounded,0.0
70,nasopharynx,0.0
71,duodenum,0.0
72,cutaneous,0.0
73,arteriovenous_malformation,0.0
74,incomplete_lissencephaly,0.0
75,graft,0.0
76,melanotic_schwannoma,0.0
77,reported,0.0
78,ultrasonography,0.0
79,cardiac_apex,0.0
80,viable,0.0
81,clubbing,0.0
82,axillary_artery,0.0
83,aspiration_of_fluid,0.0
84,posterior_vertebral_scalloping,0.0
85,gallbladder_wall,0.0
86,hypo,0.0
87,expiration,0.0
88,female_urethra,0.0
89,solitary_bone_cyst,0.0
90,sacrum,0.0
91,parenteral,0.0
92,pulmonary_hemorrhage,0.0
93,dysphagia,0.0
94,hilum,0.0
95,radial,0.0
96,serous_sac,0.0
97,sprengel_deformity,0.0
98,solid_and_papillary_epithelial_neoplasm,0.0
99,basilar_artery,0.0
100,axial_plane,0.0
101,oral_cavity,0.0
102,portable,0.0
103,pia_mater,0.0
104,diameter,0.0
105,susceptibility_artifact,0.0
106,epiglottitis,0.0
107,distended,0.0
108,healed,0.0
109,aerated,0.0
110,quadriceps_muscle,0.0
111,alignment,0.0
112,articular_cartilage,0.0
113,bearing,0.0
114,intramedullary_space,0.0
115,hepatitis,0.0
116,hypertrophy,0.0
117,smooth,0.0
118,graft_versus_host_disease,0.0
119,mitral_valve,0.0
120,fetal_hydrops,0.0
121,t2_hyperintensity,0.0
122,encephalomalacia,0.0
123,left_superior_intercostal_vein,0.0
124,monoarticular,0.0
125,congenital,0.0
126,partial_anomalous_pulmonary_venous_return,0.0
127,synthetic_graft,0.0
128,right_lateral_ventricle,0.0
129,satisfactory,0.0
130,sporadic,0.0
131,middle_cerebral_artery,0.0
132,retropharyngeal_space,0.0
133,small_intestine,0.0
134,probable,0.0
135,chemo,0.0
136,ground_glass_attenuation,0.0
137,t2,0.0
138,deltoid,0.0
139,staghorn_calculus,0.0
140,thyroid_cancer,0.0
141,polyarticular,0.0
142,sacral_region,0.0
143,mullerian_duct_cyst,0.0
144,inspiration,0.0
145,intravenous,0.0
146,larsen,0.0
147,longitudinal,0.0
148,demyelination,0.0
149,lymphatic_duct,0.0
150,abdominal_wall,0.0
151,orbital_pseudotumor,0.0
152,toddler_fracture,0.0
153,enterostomy,0.0
154,pericardium,0.0
155,caudate_nucleus,0.0
156,tunnel_view,0.0
157,beak_sign,0.0
158,high_risk,0.0
159,right_clavicle,0.0
