,Term,Attr Score
0,pneumonia,100.0
1,chest,45.0
2,injury,29.0
3,hemorrhage,27.0
4,lymphoma,27.0
5,pulmonary_vein,26.0
6,foreign_body,26.0
7,right,23.0
8,reversal_sign,20.0
9,esophagus,19.0
10,epiglottis,19.0
11,tuberculosis,16.0
12,atelectasis,11.0
13,normal,9.0
14,bronchus,9.0
15,morbidity,8.0
16,wandering_spleen,8.0
17,dissection,7.0
18,right_upper_lobe,7.0
19,sarcoidosis,7.0
20,pneumothorax,7.0
21,before,7.0
22,cystic,6.0
23,infection,6.0
24,hypoechoic,5.0
25,stomach,5.0
26,testicle,5.0
27,lymphangioma,5.0
28,thorax,5.0
29,pleural_effusion,5.0
30,several,5.0
31,asymptomatic,5.0
32,random,5.0
33,respiratory,4.0
34,previous,4.0
35,partial_anomalous_pulmonary_venous_return,4.0
36,to,3.0
37,versus,0.0
38,shoulder_girdle,0.0
39,oligemia,0.0
40,olfactory_groove,0.0
41,restrictive,0.0
42,smooth_muscle_tumor,0.0
43,retina,0.0
44,myxoid_liposarcoma,0.0
45,temperature,0.0
46,mucinous,0.0
47,horseshoe_kidney,0.0
48,monteggia_fracture,0.0
49,organ_system,0.0
50,skeletal_survey,0.0
51,infant,0.0
52,atlas,0.0
53,hirschsprung_disease,0.0
54,venous_flow,0.0
55,diaphyseal_fracture,0.0
56,hypoenhancing,0.0
57,shadowing,0.0
58,rounded,0.0
59,nasopharynx,0.0
60,duodenum,0.0
61,cutaneous,0.0
62,arteriovenous_malformation,0.0
63,incomplete_lissencephaly,0.0
64,graft,0.0
65,melanotic_schwannoma,0.0
66,reported,0.0
67,ultrasonography,0.0
68,cardiac_apex,0.0
69,viable,0.0
70,clubbing,0.0
71,axillary_artery,0.0
72,aspiration_of_fluid,0.0
73,posterior_vertebral_scalloping,0.0
74,gallbladder_wall,0.0
75,hypo,0.0
76,expiration,0.0
77,female_urethra,0.0
78,solitary_bone_cyst,0.0
79,sacrum,0.0
80,parenteral,0.0
81,pulmonary_hemorrhage,0.0
82,dysphagia,0.0
83,hilum,0.0
84,radial,0.0
85,serous_sac,0.0
86,sprengel_deformity,0.0
87,solid_and_papillary_epithelial_neoplasm,0.0
88,basilar_artery,0.0
89,axial_plane,0.0
90,oral_cavity,0.0
91,portable,0.0
92,pia_mater,0.0
93,diameter,0.0
94,susceptibility_artifact,0.0
95,epiglottitis,0.0
96,distended,0.0
97,healed,0.0
98,aerated,0.0
99,quadriceps_muscle,0.0
100,alignment,0.0
101,articular_cartilage,0.0
102,bearing,0.0
103,intramedullary_space,0.0
104,hepatitis,0.0
105,hypertrophy,0.0
106,smooth,0.0
107,graft_versus_host_disease,0.0
108,mitral_valve,0.0
109,fetal_hydrops,0.0
110,t2_hyperintensity,0.0
111,encephalomalacia,0.0
112,left_superior_intercostal_vein,0.0
113,monoarticular,0.0
114,congenital,0.0
115,synthetic_graft,0.0
116,right_lateral_ventricle,0.0
117,satisfactory,0.0
118,sporadic,0.0
119,middle_cerebral_artery,0.0
120,retropharyngeal_space,0.0
121,small_intestine,0.0
122,probable,0.0
123,chemo,0.0
124,ground_glass_attenuation,0.0
125,t2,0.0
126,deltoid,0.0
127,staghorn_calculus,0.0
128,thyroid_cancer,0.0
129,polyarticular,0.0
130,sacral_region,0.0
131,mullerian_duct_cyst,0.0
132,inspiration,0.0
133,intravenous,0.0
134,larsen,0.0
135,hemangioma,0.0
136,longitudinal,0.0
137,demyelination,0.0
138,lymphatic_duct,0.0
139,abdominal_wall,0.0
140,orbital_pseudotumor,0.0
141,toddler_fracture,0.0
142,enterostomy,0.0
143,pericardium,0.0
144,caudate_nucleus,0.0
145,tunnel_view,0.0
146,beak_sign,0.0
147,high_risk,0.0
148,right_clavicle,0.0
149,ossification,0.0
150,intrapericardial,0.0
151,atherosclerosis,0.0
152,port,0.0
153,transverse_ligament,0.0
154,endotracheal,0.0
155,chemical_shift_artifact,0.0
156,barium,0.0
157,patellar_apex,0.0
158,neurocutaneous_syndrome,0.0
159,second_toe,0.0
160,lucent,0.0
161,treatment,0.0
162,ununited,0.0
163,at_rest,0.0
164,small_joint,0.0
165,sacral_nerve,0.0
166,thoracic_cavity,0.0
167,bursa,0.0
168,motor_cortex,0.0
169,meningocele,0.0
170,skeletal_system,0.0
171,nasoenteric_feeding_tube,0.0
172,ptosis,0.0
173,calcifications,0.0
174,calyx,0.0
175,regeneration,0.0
176,intraabdominal,0.0
177,inguinal_canal,0.0
178,disease_progression,0.0
179,heart,0.0
180,infusion,0.0
181,paraovarian,0.0
182,osteolytic,0.0
183,oblique_view,0.0
184,vascularity,0.0
185,corrected,0.0
186,thrombus,0.0
187,lower_abdomen,0.0
188,lymphangiectasia,0.0
189,perineuroma,0.0
190,interstitial_disease,0.0
191,specimen,0.0
192,gluteus_maximus,0.0
193,right_vastus_lateralis,0.0
194,anterior_commissure,0.0
195,vagina,0.0
