,Term,Attr Score
0,tumor,100.0
1,anterior,68.0
2,fracture,66.0
3,lesion,58.0
4,bones,57.0
5,right,49.0
6,small,45.0
7,pneumonia,45.0
8,bladder,40.0
9,short,38.0
10,sclerotic,25.0
11,diagnosis,24.0
12,obstruction,23.0
13,torsion,23.0
14,neuroblastoma,21.0
15,brain,21.0
16,proximal,21.0
17,normal,20.0
18,lateral,20.0
19,fluid,19.0
20,may_be,18.0
21,several,17.0
22,congenital,17.0
23,mature,16.0
24,hematoma,16.0
25,injury,16.0
26,tibia,15.0
27,abscess,14.0
28,joint,14.0
29,soft_tissue,13.0
30,female,13.0
31,connective_tissue,12.0
32,patent,12.0
33,radial,12.0
34,circumscribed,11.0
35,colon,11.0
36,vessels,11.0
37,malignancy,11.0
38,bilateral,11.0
39,synostosis,10.0
40,effusion,10.0
41,limited,10.0
42,heart,10.0
43,muscle,10.0
44,fever,10.0
45,appendicitis,10.0
46,airway,10.0
47,metaphysis,10.0
48,tuberculosis,10.0
49,inferior_vena_cava,10.0
50,multiple,9.0
51,deformity,9.0
52,biliary,9.0
53,marked,8.0
54,femoral,8.0
55,atresia,8.0
56,endoscopic,8.0
57,chronic,8.0
58,moderate,8.0
59,symptomatic,8.0
60,diaphragm,8.0
61,linear,8.0
62,syphilis,8.0
63,herniation,7.0
64,inadequate,7.0
65,umbilicus,7.0
66,mr_imaging,7.0
67,granulomatous_disease,7.0
68,peripheral,7.0
69,single,7.0
70,minimal,7.0
71,aspiration,7.0
72,infant,7.0
73,portal_vein,7.0
74,dilatation,7.0
75,rounded,6.0
76,bowing,6.0
77,atelectasis,6.0
78,duodenum,6.0
79,cystic,6.0
80,posterior,6.0
81,giant,6.0
82,skeleton,6.0
83,trauma,6.0
84,cirrhosis,6.0
85,anterior_cruciate_ligament,6.0
86,ventral,6.0
87,posterior_fossa,6.0
88,first,6.0
89,calcaneus,6.0
90,periosteum,5.0
91,newborn,5.0
92,smooth,5.0
93,sclerosis,5.0
94,homogeneous,5.0
95,mixed,5.0
96,aorta,5.0
97,polymicrogyria,5.0
98,viral_infection,5.0
99,subcortical,5.0
100,avulsion,5.0
101,unstable,5.0
102,asymptomatic,5.0
103,femur,5.0
104,trunk,5.0
105,ultrasound,5.0
106,border,5.0
107,leukemia,5.0
108,suspected,5.0
109,tumor_board_presentation_and_discussion,5.0
110,optic_disc,5.0
111,croup,5.0
112,cavernous,5.0
113,reported,5.0
114,stomach,5.0
115,arteries,4.0
116,inflammation,4.0
117,capsule,4.0
118,kawasaki_disease,4.0
119,malalignment,4.0
120,elevated,4.0
121,abnormal,4.0
122,pancreas,4.0
123,elongated,4.0
124,nephrectomy,4.0
125,vomiting,4.0
126,shape,4.0
127,surgery,3.0
128,chest,3.0
129,infarct,3.0
130,narrowing,2.0
131,versus,0.0
132,shoulder_girdle,0.0
133,oligemia,0.0
134,olfactory_groove,0.0
135,restrictive,0.0
136,smooth_muscle_tumor,0.0
137,retina,0.0
138,myxoid_liposarcoma,0.0
139,temperature,0.0
140,mucinous,0.0
141,horseshoe_kidney,0.0
142,monteggia_fracture,0.0
143,organ_system,0.0
144,skeletal_survey,0.0
145,atlas,0.0
146,hirschsprung_disease,0.0
147,venous_flow,0.0
148,diaphyseal_fracture,0.0
149,hypoenhancing,0.0
150,shadowing,0.0
151,nasopharynx,0.0
152,cutaneous,0.0
153,arteriovenous_malformation,0.0
154,incomplete_lissencephaly,0.0
155,graft,0.0
156,melanotic_schwannoma,0.0
157,ultrasonography,0.0
158,cardiac_apex,0.0
159,viable,0.0
160,clubbing,0.0
161,axillary_artery,0.0
162,aspiration_of_fluid,0.0
163,posterior_vertebral_scalloping,0.0
164,gallbladder_wall,0.0
165,hypo,0.0
166,expiration,0.0
167,female_urethra,0.0
168,solitary_bone_cyst,0.0
169,sacrum,0.0
170,parenteral,0.0
171,pulmonary_hemorrhage,0.0
172,dysphagia,0.0
173,hilum,0.0
174,serous_sac,0.0
175,sprengel_deformity,0.0
176,solid_and_papillary_epithelial_neoplasm,0.0
177,basilar_artery,0.0
178,axial_plane,0.0
179,oral_cavity,0.0
180,portable,0.0
