shunt,0
torsion,0
healing,0
isointense,0
focal,0
foreign_body,0
invasion,0
carcinoid_tumor,0
retinoblastoma,0
hygroma,0
bursitis,0
circumscribed,0
fibrosarcoma,0
nerve_root,0
valvular_heart_disease,0
osteogenesis_imperfecta,0
vault_of_nasopharynx,0
floor,0
acroosteolysis,2
extension,0
absent,5
diminished,0
lunate,0
cementoma,0
chest_wall,0
thumb,0
rhabdomyolysis,0
sonography,0
cysticercosis,0
lymphoid_tissue,0
osteoblastoma,0
partial_anomalous_pulmonary_venous_connection,0
pituitary_macroadenoma,0
ewing_sarcoma,0
prostate,0
diaphragmatic_rupture,0
coronal,0
subependymal_giant_cell_astrocytoma,0
posterior_urethral_valve,0
inflammatory_bowel_disease,0
patent_ductus_arteriosus,0
pseudoaneurysm,0
medulloblastoma,0
unilateral,7
asymmetry,0
sickle_cell_disease,0
bowed,4
abscess,0
duodenitis,0
biliary,0
pseudocyst,0
pulmonary_artery,0
acl_tear,0
paraovarian,0
avulsion,0
echo_planar,0
vertebra,0
hydrops,0
ultrasonography,0
thick,0
spondylitis,0
fourth_ventricle,0
sprain,0
goiter,0
transverse_colon,0
metabolism,0
ventricular_septal_defect,0
ollier_disease,0
nodular,0
achondroplasia,4
vessel,0
bone_cyst,0
cystic_partially_differentiated_nephroblastoma,0
talus,0
cellulitis,0
coarctation,0
protein,0
bile_duct,0
dorsal,0
tonsillitis,0
lower_extremities,0
malrotation,0
colloid_cyst,0
neurenteric_cyst,0
pheochromocytoma,0
narrow,3
congenital_diaphragmatic_hernia,0
osteolysis,0
incarcerated_hernia,0
spinal_cord,0
fused,0
anterior,2
cardiomyopathy,0
vagina,0
avascular,0
dermoid,0
ventricular_septum,0
hypovascular,0
fibrous_dysplasia,0
synovial_osteochondromatosis,0
phytobezoar,0
angiosarcoma,0
morphology,0
left_ventricle,0
parotid_gland,0
hypodense,0
acute,0
tumoral_calcinosis,0
diastrophic_dysplasia,2
right_lung,0
aneurysm,0
common_bile_duct,0
border,0
pseudocapsule,0
posterior,0
renal_vein,0
stricture,0
vascularity,0
irregular,0
chondromyxoid_fibroma,0
pilocytic_astrocytoma,0
complete,0
drainage,0
midgut,0
osteomalacia,0
hirschsprung_disease,0
sharp,0
typhlitis,0
residual,0
arteritis,0
infiltration,0
lymphadenitis,0
subluxation,0
patent,0
slipped_capital_femoral_epiphysis,0
renal_collecting_system,0
choriocarcinoma,0
tendon_sheath,0
homogeneous,0
density,0
several,0
procedure,0
total,0
endotracheal,0
transplantation,0
lipoblastomatosis,0
pulmonary_blastoma,0
flexion,0
pneumonia,0
developmental,0
long_bone,1
serous,0
bullet,2
clear_cell_chondrosarcoma,0
ganglioneuroma,0
complex,0
cervix,0
capillary_hemangioma,0
foregut,0
attenuation,0
spermatic_cord,0
epiploic_appendagitis,0
cavitary,0
bleeding,0
severe,7
enteritis,0
rhabdomyosarcoma,0
lipomatosis,0
autoimmune_disease,0
encephalitis,0
compression,0
synovium,0
arterio,0
neuropathic_joint,0
iatrogenic,0
chordoma,0
traumatic_synovitis,0
pneumopericardium,0
length,0
distal,5
stress,0
palate,1
arthropathy,0
capillary,0
left_coronary_artery,0
multilobulated,0
descending_aorta,0
chronic,2
chondrosarcoma,0
right,0
sagittal,0
sclerosing_osteomyelitis,0
basal_ganglia,0
vascular_malformation,0
madelung_deformity,0
sphenoid_bone,0
lytic,0
ankle,0
seronegative,0
ejaculatory_duct,0
rheumatic_disease,0
pleomorphic_xanthoastrocytoma,0
gonadal_dysgenesis,0
plasmacytoma,0
trunk,3
complication,0
articular,0
tarsal_coalition,0
vocal_cord,0
renal_cyst,0
suspected,0
third_ventricle,0
mucoepidermoid_carcinoma,0
hodgkin_lymphoma,0
large_bowel,0
fasciitis,0
neoplasm,0
suggestive,0
clavicle,2
fusion,0
forearm,0
aggressive,0
uterine_didelphys,0
gaucher_disease,0
branching,0
angular,2
foreign_object,0
patella,0
neuroenteric_cyst,0
sclerosis,0
kyphosis,5
diabetes,0
lesion,0
segment_of_aorta,0
gynecomastia,0
morquio_disease,0
paraganglioma,0
meningocele,0
lingual_tonsil,0
neonatal,0
calcifications,0
growth_retardation,0
tubercle,0
air_containing,0
interstitial_lung_disease,0
periosteal_reaction,0
flattened,0
hematoma,0
margin,0
coronary_arteries,0
urinoma,0
atherosclerosis,0
lymphadenopathy,0
left_atrium,0
mucinous,0
melanoma,0
adenoid,0
dural,0
fracture,3
leiomyoma,0
pericarditis,0
ependymal_cyst,0
projection,0
internal_hernia,0
kernicterus,0
intussusception,0
connective_tissue,0
aortic_arch,0
chondroblastoma,0
ganglion,0
pineocytoma,0
soft_tissue,0
large,0
myocardium,0
syphilis,0
utricle,0
skull,0
caffey_disease,0
sinuses,0
cancer,0
