,Term,Attr Score
0,dislocation,100.0
1,truncus,77.0
2,shunt,0.0
3,torsion,0.0
4,healing,0.0
5,isointense,0.0
6,focal,0.0
7,foreign_body,0.0
8,invasion,0.0
9,carcinoid_tumor,0.0
10,retinoblastoma,0.0
11,hygroma,0.0
12,bursitis,0.0
13,circumscribed,0.0
14,fibrosarcoma,0.0
15,nerve_root,0.0
16,valvular_heart_disease,0.0
17,osteogenesis_imperfecta,0.0
18,vault_of_nasopharynx,0.0
19,floor,0.0
20,acroosteolysis,0.0
21,extension,0.0
22,absent,0.0
23,diminished,0.0
24,lunate,0.0
25,cementoma,0.0
26,chest_wall,0.0
27,thumb,0.0
28,rhabdomyolysis,0.0
29,sonography,0.0
30,cysticercosis,0.0
31,lymphoid_tissue,0.0
32,osteoblastoma,0.0
33,partial_anomalous_pulmonary_venous_connection,0.0
34,pituitary_macroadenoma,0.0
35,ewing_sarcoma,0.0
36,prostate,0.0
37,diaphragmatic_rupture,0.0
38,coronal,0.0
39,subependymal_giant_cell_astrocytoma,0.0
40,posterior_urethral_valve,0.0
41,inflammatory_bowel_disease,0.0
42,patent_ductus_arteriosus,0.0
43,pseudoaneurysm,0.0
44,medulloblastoma,0.0
45,unilateral,0.0
46,asymmetry,0.0
47,sickle_cell_disease,0.0
48,bowed,0.0
49,abscess,0.0
50,duodenitis,0.0
51,biliary,0.0
52,pseudocyst,0.0
53,pulmonary_artery,0.0
54,acl_tear,0.0
55,paraovarian,0.0
56,avulsion,0.0
57,echo_planar,0.0
58,vertebra,0.0
59,hydrops,0.0
60,ultrasonography,0.0
61,thick,0.0
62,spondylitis,0.0
63,fourth_ventricle,0.0
64,sprain,0.0
65,goiter,0.0
66,transverse_colon,0.0
67,metabolism,0.0
68,ventricular_septal_defect,0.0
69,ollier_disease,0.0
70,nodular,0.0
71,achondroplasia,0.0
72,vessel,0.0
73,bone_cyst,0.0
74,cystic_partially_differentiated_nephroblastoma,0.0
75,talus,0.0
76,cellulitis,0.0
77,coarctation,0.0
78,protein,0.0
79,bile_duct,0.0
80,dorsal,0.0
81,tonsillitis,0.0
82,lower_extremities,0.0
83,malrotation,0.0
84,colloid_cyst,0.0
85,neurenteric_cyst,0.0
86,pheochromocytoma,0.0
87,narrow,0.0
88,congenital_diaphragmatic_hernia,0.0
89,osteolysis,0.0
90,incarcerated_hernia,0.0
91,spinal_cord,0.0
92,fused,0.0
93,anterior,0.0
94,cardiomyopathy,0.0
95,vagina,0.0
96,avascular,0.0
97,dermoid,0.0
98,ventricular_septum,0.0
99,hypovascular,0.0
100,fibrous_dysplasia,0.0
101,synovial_osteochondromatosis,0.0
102,phytobezoar,0.0
103,angiosarcoma,0.0
104,morphology,0.0
105,left_ventricle,0.0
106,parotid_gland,0.0
107,hypodense,0.0
108,acute,0.0
109,tumoral_calcinosis,0.0
110,diastrophic_dysplasia,0.0
111,right_lung,0.0
112,aneurysm,0.0
113,common_bile_duct,0.0
