pseudocyst,5
pineoblastoma,2
head,1
cellulitis,2
sclerosis,5
breast,1
atypical,5
calculus,3
fatty,2
copper,1
neuropathic,1
albuginea,1
pseudocapsule,1
choroid,3
lungs,3
polyp,4
sprain,1
valve,2
nervous,1
obstruction,7
ganglioneuroblastoma,1
mr,3
malabsorption,1
ascending,2
paraovarian,1
solid,9
bowing,4
normal,20
esophagitis,1
typhlitis,2
cardiomyopathy,3
marked,1
cava,1
appendix,2
parotid,2
acquired,6
bacterial,1
fibrosis,3
tuberous,3
flexure,1
perforation,1
nerve,7
single,4
pneumomediastinum,1
shape,1
polymyositis,1
arteritis,2
nephrocalcinosis,1
septate,1
pylorospasm,2
tear,1
layered,1
basal,1
genetic,2
tongue,2
scurvy,3
hepatoblastoma,3
pancreatic,1
edema,6
myometrium,2
oligodendroglioma,1
ventricle,4
central,4
meconium,9
neuroblastoma,33
dilated,6
polyarteritis,4
atelectasis,2
fasciitis,5
bypass,1
hydronephrosis,2
lymphoproliferative,2
cortical,6
non-hodgkin,1
caffey,1
diameter,1
hormone,1
intrauterine,3
sonography,1
asymmetry,1
brainstem,3
pneumonia,15
syndrome,7
hemorrhagic,4
adenocarcinoma,2
neurogenic,1
enchondroma,1
osteosarcoma,7
fragmentation,2
clavicle,1
posterior,6
cystic,36
follow-up,1
hymen,1
extremities,1
ventricular,4
ganglia,1
granulation,1
architectural,1
microlithiasis,1
imperfecta,8
origin,5
spread,1
hematoma,12
hemangioendothelioma,2
rheumatic,1
carcinoid,2
palate,1
vessels,5
decreased,2
malrotation,5
radial,2
nephroblastoma,1
leptomeningeal,2
coronary,5
calcified,1
pyelonephritis,1
inferior,1
previous,1
kernicterus,1
diffusion,3
nephropathy,1
narrowed,1
coats,2
hypodense,1
mucopolysaccharidosis,2
intra-articular,2
gynecomastia,1
sturge-weber,1
chondrosarcoma,5
paralysis,1
insertion,1
sacrum,1
sarcoma,36
patient,1
multilocular,3
septum,1
anterior,4
enteritis,2
sclerosing,1
intracranial,2
bullet,1
infarct,7
major,1
liver,6
serous,2
periosteal,4
neurenteric,1
nephrolithiasis,1
vein,10
chordoma,2
macroadenoma,2
kidney,15
thrombosis,4
heterotopia,2
caliber,1
thinning,1
lumbar,2
plagiocephaly,1
necrotizing,1
osteonecrosis,1
elevated,3
demyelination,2
germinoma,2
thorax,2
ewing,9
osteoma,5
neoplasma,1
talus,2
disease,33
total,6
pheochromocytoma,3
enlarged,1
lymphadenopathy,9
chondrolysis,2
thickened,1
joint,5
hypertrophy,1
ultrasonography,1
sling,1
bright,2
ostium,1
regression,3
18,1
after,3
uterine,2
age,1
defect,6
hyperparathyroidism,7
ileum,1
transplacental,2
delayed,3
adenomatous,3
not,2
respiratory,1
stress,3
meningitis,2
midgut,3
unilocular,1
ankylosing,1
radiation,3
proliferation,1
rubella,1
coalition,1
fragment,1
monro,1
infant,5
osseous,1
vascularity,9
hypertension,1
lipoma,5
density,4
vocal,1
chondrodysplasia,3
inverted,1
heterogenous,2
duodenum,2
arachnoid,6
hamartoma,7
stricture,4
separation,3
round,3
ganglion,3
hydrocele,5
scoliosis,1
hemorrhage,15
advanced,1
epiphyseal,1
sponge,2
healing,4
perpendicular,1
porencephaly,1
newborn,4
cyst,41
renal,16
spinal,5
planar,1
x-ray,1
ligament,2
abuse,4
belly,1
neonate,1
branching,1
blood,5
focal,6
biliary,3
mass,1
sickle,2
ischemia,4
idiopathic,11
stomach,1
ovaries,3
cervix,1
mandible,1
compartment,1
pseudopapillary,2
testis,1
graft,1
villonodular,2
epiglottis,1
urinoma,1
coronal,4
splenic,1
dysplasia,36
symmetric,1
langerhans,3
pachygyria,1
mineralization,2
probably,1
lucent,3
thyroid,6
growth,5
dislocation,11
enchondromatosis,3
middle,1
margin,1
calcium,1
hepatocellular,1
benign,15
atresia,19
portal,4
return,3
papillary,1
bladder,7
plate,1
punctate,1
vena,1
ganglioneuroma,3
developmental,4
muscle,4
residual,1
heterogeneous,1
poisoning,3
meningocele,8
abscess,18
tunica,1
urachus,2
nodule,4
hemangioma,8
didelphys,3
incarcerated,1
venous,8
retroperitoneum,2
aorta,3
kawasaki,4
survey,1
vertical,2
nasopharynx,1
synovium,1
pneumonitis,1
rhabdomyolysis,1
female,1
aggressive,4
paraganglioma,2
invasion,1
fallopian,3
hepatoma,1
necrosis,9
fever,9
eventration,1
intracerebral,1
well-circumscribed,1
narrow,3
diagnostic,10
osteoid,5
ultrasound,6
present,5
radius,2
linear,1
adamantinoma,1
dyskinesia,1
medulloblastoma,9
vera,1
cartilaginous,1
patent,2
artery,10
myelitis,1
capillary,1
nephroma,5
diaphragm,1
ossification,5
pigmented,2
laparoscopic,1
periventricular,2
hypointensity,1
fallot,2
transverse,2
ischemic,2
plug,3
caudal,7
bleeding,1
intermediate,3
diverticulum,3
enhancement,11
malignancy,7
terminal,1
surgery,2
partially,1
avulsion,1
chronic,16
prominent,5
gastric,2
malformation,12
chondroid,1
gland,1
iliopsoas,1
myositis,4
